Pd_bus1,Pd_bus2,Pd_bus3,Pd_bus4,Pd_bus5,Pd_bus6,Pd_bus7,Pd_bus8,Pd_bus9,Pd_bus10,Pd_bus11,Pd_bus12,Pd_bus13,Pd_bus14,Qd_bus1,Qd_bus2,Qd_bus3,Qd_bus4,Qd_bus5,Qd_bus6,Qd_bus7,Qd_bus8,Qd_bus9,Qd_bus10,Qd_bus11,Qd_bus12,Qd_bus13,Qd_bus14,Vm_bus1,Vm_bus2,Vm_bus3,Vm_bus4,Vm_bus5,Vm_bus6,Vm_bus7,Vm_bus8,Vm_bus9,Vm_bus10,Vm_bus11,Vm_bus12,Vm_bus13,Vm_bus14,Va_bus1,Va_bus2,Va_bus3,Va_bus4,Va_bus5,Va_bus6,Va_bus7,Va_bus8,Va_bus9,Va_bus10,Va_bus11,Va_bus12,Va_bus13,Va_bus14,label
0,19.7838605908466,88.6715822314589,47.4906156832235,8.20227335970728,11.5580818658512,0,0,27.695154442488,8.36474420552989,3.7146545232137,6.36489455053461,12.5224159274266,14.496182503587,0,11.9801420737052,19.5167500463315,-4.20730757401457,1.75104622754131,7.26506726109661,0,0,15.5477318212837,5.53105433601013,1.66874082119619,1.63246955420289,5.58444064078459,5.04977975200239,1.06,1.045,1.01,1.01864290175263,1.02026205268218,1.07,1.06285350734265,1.09,1.05818237693226,1.05323548837879,1.05812203187549,1.05532726776887,1.05139208587767,1.03749980653357,0,-4.70489601346442,-12.0429163348053,-9.89018814664985,-8.42138161890763,-13.7044572199877,-12.8098349613342,-12.8098349614075,-14.3211391609035,-14.4837241233423,-14.2397804942187,-14.5417715262784,-14.5845688733933,-15.3987039511114,0
0,23.4202052346833,93.8236719592264,50.9357693191595,8.116511437416,12.240748903916,0,0,30.874693631043,9.39152525780692,3.4818035601338,5.93549596261727,13.2737294982825,16.3035133002818,0,12.6735828137481,17.5050863193068,-4.00957334305852,1.53798897971053,7.23773935800325,0,0,16.9605472284781,5.99137803399961,1.90277229929568,1.75188483182678,5.33956500196518,4.59824149934428,1.06,1.045,1.01,1.01640668210666,1.01840084479858,1.07,1.06059073515252,1.09,1.05473132905893,1.04971250960946,1.05614896482747,1.05526604679562,1.05048099916975,1.03443248721134,0,-5.20273578795733,-13.041988409347,-10.7320157780099,-9.13994673134539,-14.812725173081,-13.929078823283,-13.9290788231301,-15.5856485669915,-15.7448894739703,-15.4067535998886,-15.6669100958875,-15.7831899073776,-16.8012211906619,0
0,21.4337500561208,94.0094607453934,47.5689084214796,7.42815495965966,11.8209120257377,0,0,31.7599712482097,9.22039010831583,3.21924570201455,6.58068268375001,12.1967765884962,14.8664024889653,0,12.8683060606936,17.3496817758599,-4.2722240225179,1.72343123418514,7.36489651470964,0,0,16.1468353106755,6.03127149635525,1.86622972485408,1.54626704717179,5.75053075572782,4.56197450698351,1.06,1.045,1.01,1.01751869406948,1.01933339902334,1.07,1.06147934361466,1.09,1.05600887408965,1.05083024436696,1.05685828420102,1.05517325167674,1.05114549216471,1.03657718718136,0,-5.00706706334085,-12.7647196617089,-10.3843801618584,-8.83145543440779,-14.3346543141122,-13.5357274624154,-13.535727462394,-15.1684358560849,-15.3060287348907,-14.9370615632202,-15.2047254191537,-15.2446176145786,-16.214701663325,0
0,21.0585689319234,102.542800811344,50.9900863906405,7.58095781347806,10.6788595038901,0,0,28.9451072316128,9.48469163697099,3.73000514481991,5.94905977515503,14.4696302884902,16.1438790151665,0,13.3027068472173,17.6964707841571,-3.90834699811705,1.72603262278302,6.84628123343054,0,0,15.0182209568123,5.22776844504215,1.74718935009261,1.75645984776451,6.29737161163554,4.75837661263298,1.06,1.045,1.01,1.01701246882014,1.01880155259038,1.07,1.06209391813994,1.09,1.05755995038152,1.05256395188216,1.05764955855685,1.05482077000095,1.04950814314249,1.03551144343737,0,-5.31977483545311,-13.696308034282,-10.9314112809217,-9.27541504631498,-14.8509504889232,-14.0302559611505,-14.0302559611639,-15.6326292355895,-15.8102600398653,-15.4765929863892,-15.7246047224985,-15.8497049442441,-16.8360389278065,0
0,21.6961434688771,89.5043907022267,51.7278787494043,6.89983470105416,11.3955850402256,0,0,27.8677812101707,8.79863146404725,3.38691443732367,5.62380947746508,13.3007063889472,14.3808051455512,0,11.568969753983,18.180092209725,-4.07993365815083,1.74182785385786,8.21890046840923,0,0,16.1295814604234,6.26006566701728,1.94561754111988,1.74468915421817,5.9145841859203,5.08984131746431,1.06,1.045,1.01,1.01774128000403,1.01973166122918,1.07,1.06171701695485,1.09,1.05622040932184,1.05095041535647,1.05681879338047,1.05541781288934,1.05051820850565,1.03600935945351,0,-4.86097886660308,-12.3117671037139,-10.1505351500888,-8.61101834128814,-13.9204157157401,-13.067165463903,-13.0671654638894,-14.5783751706573,-14.7309320004893,-14.4476308328164,-14.7176357745359,-14.8119085862518,-15.6347850766068,0
0,21.0693806508989,98.4523574899639,52.5331552407654,7.46937274079129,10.2440097503751,0,0,26.7138680973126,8.42619312001382,3.22768134961621,5.95570937333093,12.2037821944866,14.8628537290435,0,13.4586652663989,20.4300583086361,-4.2678208435958,1.53109150199344,8.00532156397074,0,0,17.9448164790525,5.34757424301851,1.85205954267525,1.55135233406062,6.11966694912442,5.32546155599106,1.06,1.045,1.01,1.01784484960922,1.01987822177207,1.07,1.06123672260744,1.09,1.05504410908209,1.05072082680294,1.05684495710419,1.0553010214213,1.05051853456818,1.03462060055062,0,-5.05338187712772,-13.0636678670996,-10.4326378010032,-8.82787851463671,-13.9716453371724,-13.2272073039455,-13.227207303851,-14.6769727940532,-14.8180159730143,-14.5110937980372,-14.7826555083766,-14.8317272273923,-15.7304083366409,0
0,20.9190016139806,98.7029323947603,51.9830902950619,7.392976854096,10.4593350593077,0,0,29.3668852664342,8.40915242553632,3.58471523662391,5.60675554195904,13.9659440483706,14.3870003527908,0,11.8073292867582,19.165672575869,-4.07398904498886,1.5663482319736,7.28601624529174,0,0,15.3896313874843,6.08133356830229,1.90453631399986,1.58284918754011,6.04716156075674,4.7738080990084,1.06,1.045,1.01,1.01748767056885,1.01942919385173,1.07,1.06193188648349,1.09,1.05685703742381,1.05166169023639,1.05711474162695,1.05562234660246,1.05035905428542,1.036763667125,0,-5.13967644785671,-13.2224806203146,-10.6229256109545,-8.99916740153509,-14.3457373063364,-13.5915648723338,-13.5915648723306,-15.1283948545935,-15.2516691836159,-14.9328104839065,-15.1734558203016,-15.2858962811197,-16.1635964386633,0
0,20.5594236277436,101.547183994759,45.7765610693501,8.02919103020962,11.2676748424033,0,0,28.8378979955432,9.13807891732289,3.33142306710251,6.08809602109668,13.5599313495426,14.8917427968416,0,12.7077326869588,17.6696278019211,-3.7251904682316,1.57934536944057,7.71270984681384,0,0,17.1513469281389,5.71879783998269,1.63996219322571,1.67939149732782,6.37300728698915,5.24942421416997,1.06,1.045,1.01,1.01779307453069,1.01952770166407,1.07,1.06131922905662,1.09,1.05540737952316,1.05064948523227,1.0569580525595,1.05472802871467,1.04967231168268,1.03455048586833,0,-5.10237137524284,-13.2878621621883,-10.4739788885592,-8.9120944698079,-14.3541807800391,-13.4838850260375,-13.4838850260105,-15.0446733209038,-15.2122633020486,-14.9095012311421,-15.1994952400065,-15.2710917027243,-16.1348791751199,0
0,21.6642704670121,89.0172509739748,46.6391600470704,7.90257215871617,11.264161267562,0,0,28.6512058152477,9.19029981419477,3.74740980471771,5.85420357464843,12.3590637750122,16.0875889565392,0,13.9011900637929,19.8202733582229,-4.2353333603687,1.57640544241738,6.85848090485316,0,0,16.9568312632278,6.01549766880795,1.88454370835831,1.69528203013712,6.12277035642065,4.72702301336853,1.06,1.045,1.01,1.01803770687199,1.01984624866376,1.07,1.06145633124517,1.09,1.05559602380901,1.05044917100855,1.05644654322243,1.05524188745875,1.05042910647979,1.0348759993674,0,-4.80185881721686,-12.1806438181697,-10.013019597398,-8.53237071815555,-13.9176692575863,-13.0556662358334,-13.055666235814,-14.6335177433804,-14.8002866652399,-14.5006838987656,-14.7334955361101,-14.8129859179527,-15.8182207413208,0
0,21.0613310060875,101.878352336524,50.766275046293,7.79448637812712,12.0702510161635,0,0,29.0754225859001,8.15314996674597,3.26555007030633,6.5890885963408,13.0227407897168,15.4174226620297,0,13.0491763484395,17.5982081695002,-3.53552610701678,1.69631224843037,7.42041844884207,0,0,15.7107429771712,5.68004169899096,1.62009583304978,1.75581172855708,5.57637264412716,4.6938510557406,1.06,1.045,1.01,1.01715405172257,1.01897624191536,1.07,1.06197712879,1.09,1.05716220391507,1.05240933298168,1.05792028998578,1.05483021118826,1.05084136732416,1.0365123665462,0,-5.25518108728633,-13.5557370204471,-10.7972583802801,-9.16635136562695,-14.6737662926164,-13.8043263755378,-13.8043263755366,-15.3600772949589,-15.4928756394256,-15.2075278375865,-15.5505898653323,-15.6126949359267,-16.5216520941938,0
0,21.7554263550787,94.230475554963,49.9175015266584,7.24796974561391,10.2991640200631,0,0,30.6197338177703,9.68377721843419,3.84301913894083,6.47671984210519,13.3345584432251,14.9032292281258,0,13.7156900187246,18.0312430968121,-3.70904575193369,1.69829680397429,7.03949131640254,0,0,16.2758670552318,5.68202051884824,1.80596276428594,1.52566009791723,5.99148714788736,4.84156356061801,1.06,1.045,1.01,1.01699408691278,1.01900994434931,1.07,1.06122442365641,1.09,1.05572368471492,1.05063554181431,1.0565411562823,1.0549320139193,1.05027946231849,1.03559081705612,0,-5.06571896323261,-12.8714983074543,-10.4988953348529,-8.9168601994924,-14.4093342642609,-13.6270664972003,-13.6270664971683,-15.2473780166179,-15.4174342186338,-15.0628883130992,-15.2987324749309,-15.3609693752632,-16.3037118167827,0
0,21.8685057264625,101.877701593882,46.3984207777892,7.30967724421039,10.2855763103166,0,0,30.1811451899231,8.55109385038169,3.29436243160654,6.16791182463621,14.337945236502,16.1532050373126,0,13.0600318599417,18.5421721119918,-3.74116358074068,1.63678275219865,6.89088902083759,0,0,17.4168698996587,5.73084044330405,1.76591363698145,1.47964360538723,6.35987814957339,4.94482045981904,1.06,1.045,1.01,1.01733417827338,1.01917912070931,1.07,1.0608563288883,1.09,1.05472645585731,1.05017593535402,1.05660207639909,1.05474907273731,1.04911576953343,1.03342375217854,0,-5.19543109829943,-13.4337388828951,-10.6210593873419,-9.02909630949426,-14.5571178510427,-13.7192238957359,-13.7192238956542,-15.3260588842303,-15.4569367654969,-15.1286826073026,-15.4567110624096,-15.5518338774181,-16.5304989659952,0
